management,monitor,target,people,lemp_firm,export,competition,ownership,mne_country,mne_f,mne_d,degree_m,degree_nm,country,competition2004,year,sic,lb_employindex,pppgdp,,              storage  display     value
2.823529,2.75,3.8,1.666667,5.826,,,,,0,0,,,UK,,2001,382,,1587.91,,
2.722222,3,3.2,2.166667,5.298317,,6,Managers,UK,0,1,45,13,UK,,2006,367,4,2051.25,,
2.833333,3.6,2.8,2.5,5.886104,,7,Private Equity,Sweden,1,0,80,,UK,,2006,209,4,2051.25,,
3.555556,4,4,2.833333,5.521461,0,10,Private Equity,UK,0,1,50,10,UK,,2007,209,10,2125.13,,
3.722222,4.4,3.6,3.166667,6.309918,,4,Private Equity,UK,0,1,75,10,UK,,2006,306,4,2051.25,,
3,3.2,3,2.666667,6.927558,35,6,Other,India,1,0,50,15,UK,,2009,306,10,2125.13,,
2.277778,2.4,1.6,2.666667,5.247024,80,10,Dispersed Shareholders,,0,0,90,3,UK,,2008,367,4,2214.25,,
3.611111,4,3.8,3.166667,6.109248,,10,Dispersed Shareholders,Ireland,1,0,50,3,UK,,2006,308,4,2051.25,,
3.333333,3.8,3.6,2.833333,6.109248,10,8,Dispersed Shareholders,Ireland,1,0,33,0,UK,,2009,308,10,2125.13,,
2.444444,3.2,2.4,1.5,6.214608,,2,Private Individuals,Germany,1,0,2,0,UK,,2006,289,4,2051.25,,
2.833333,2.8,3.4,2.5,5.736572,10,5,Dispersed Shareholders,Germany,1,0,30,0,UK,,2009,289,10,2125.13,,
3,3.2,3,3.166667,6.335054,20,6,Managers,,0,0,0,0,UK,,2008,227,4,2214.25,,
3.055556,3.8,3,2.5,4.718499,,3,Dispersed Shareholders,Sweden,1,0,0,0,UK,,2006,267,4,2051.25,,
2.5,3,2.4,2,8.006368,1,3,Dispersed Shareholders,Sweden,1,0,33,0,UK,,2009,267,10,2181.07,,
2.166667,2.6,2,1.833333,4.905275,,1,Private Equity,UK,0,1,20,0,UK,,2006,265,4,2051.25,,
4.222222,4.6,4,4,7.600903,50,10,Private Equity,US,1,0,60,5,UK,,2008,308,4,2214.25,,
3.055556,3.6,3,2.666667,7.556951,100,4,Dispersed Shareholders,US,1,0,100,5,UK,,2007,371,4,2214.25,,
2.058824,3,2.2,1.666667,7.543273,,,,,0,0,,,UK,,2001,371,,1587.91,,
2.944444,3.2,2.4,3,5.075174,90,10,Private Equity,,0,0,50,5,UK,,2009,344,4,2214.25,,
3.777778,3.6,4,3.666667,6.542472,,,,,0,0,,,UK,2,2004,356,4,1835.37,,
3.722222,4.8,3.4,3.166667,6.620073,,10,"Family owned, family CEO",UK,0,1,50,3,UK,,2006,356,4,2051.25,,
2,1.8,2,2.166667,4.787492,0,10,Founder,,0,0,30,10,UK,,2009,275,10,2125.13,,
3.611111,2.8,3.4,4.333333,5.736572,,6,Private Individuals,Germany,1,0,100,5,UK,,2006,374,4,2051.25,,
3.555556,3.8,3.4,3.333333,7.313221,28,4,Private Individuals,Germany,1,0,29,1,UK,,2009,374,10,2125.13,,
1.222222,1.4,1.2,1.166667,6.717805,,,,,0,0,,,UK,3,2004,251,4,1835.37,,
3.666667,4.4,3.6,3.333333,5.703783,50,10,Dispersed Shareholders,US,1,0,80,20,UK,,2005,356,10,2125.13,,
3.277778,3.8,3.2,3,5.010635,,2,Dispersed Shareholders,US,1,0,80,10,UK,,2006,382,4,2051.25,,
2.388889,3,1.6,2.333333,5.135798,,2,Dispersed Shareholders,US,1,0,75,25,UK,,2006,382,4,2051.25,,
3.111111,3.6,2.6,2.833333,5.521461,75,4,Dispersed Shareholders,US,1,0,35,10,UK,,2009,382,10,2125.13,,
4.166667,4.4,4.4,3.833333,6.907755,,10,Dispersed Shareholders,Switzerland,1,0,90,10,UK,,2005,287,4,2051.25,,
2.944444,2.6,3.2,3,4.644391,,6,"Family owned, family CEO",Germany,1,0,80,15,UK,,2006,308,4,2051.25,,
3.388889,4,3,3.333333,4.644391,,10,Private Individuals,UK,0,1,70,25,UK,,2005,243,4,2051.25,,
4,4.6,4.2,3.166667,5.273,,3,Dispersed Shareholders,Spain,1,0,30,0,UK,,2004,251,4,2051.25,,
2.5625,2.333333,2.2,2.666667,5.703783,,10,Managers,UK,0,1,60,,UK,,2006,357,4,2051.25,,
1.5,1.4,1.2,2,5.298317,,,,,0,0,,,UK,2,2003,245,4,1835.37,,
3.277778,3.2,3.4,3.166667,5.192957,,1,Private Equity,UK,0,1,,,UK,,2006,285,4,2051.25,,
2.333333,2.8,2.4,1.833333,4.70048,,8,Managers,,0,0,50,5,UK,,2006,369,4,2051.25,,
2.555556,2.8,2.2,2.333333,4.70048,18,3,Managers,,0,0,80,50,UK,,2009,369,10,2125.13,,
3.833333,4.4,4,3.166667,6.900731,60,6,Dispersed Shareholders,UK,0,1,60,30,UK,,2008,286,4,2214.25,,
1.611111,1.6,1.2,2.166667,6.620073,,6,"Family owned, family CEO",UK,0,1,25,0,UK,,2006,228,4,2051.25,,
3.166667,3.4,3.8,2.5,5.857933,40,4,"Family owned, family CEO",UK,0,1,20,15,UK,,2009,228,10,2181.07,,
3,3.8,2.8,2.5,5.298317,,0,"Family owned, family CEO",Switzerland,1,0,40,10,UK,,2006,344,4,2051.25,,
2.722222,3,2.6,2.666667,5.31812,100,1,"Family owned, family CEO",Austria,1,0,70,0,UK,,2009,344,10,2125.13,,
4.666667,5,4.8,4.166667,8.006368,,1,Private Individuals,Germany,1,0,90,45,UK,,2006,367,4,2051.25,,
3.611111,3.8,3.8,3.333333,5.521461,70,5,Private Individuals,Germany,1,0,30,30,UK,,2009,367,10,2125.13,,
2.888889,2.8,3.2,2.666667,5.545177,,5,Dispersed Shareholders,Finland,1,0,50,,UK,,2006,353,4,2051.25,,
3.944444,3.6,4.2,4.166667,5.488938,,,,,0,0,,,UK,3,2004,369,4,1835.37,,
4.333333,4.4,4.8,4,5.192957,,10,Managers,US,1,0,50,30,UK,,2006,365,4,2051.25,,
3.222222,3.2,3.2,3,4.941642,90,10,Other,US,1,0,15,20,UK,,2009,365,10,2125.13,,
2.222222,3.2,2,2,5.298317,,3,Managers,UK,0,1,95,1,UK,,2006,333,4,2051.25,,
2.5,2.6,2.8,2.5,4.976734,70,6,Managers,UK,0,1,66,10,UK,,2009,333,10,2125.13,,
3.5,3.6,3.2,3.5,4.867535,,8,Dispersed Shareholders,US,1,0,66,15,UK,,2006,399,4,2051.25,,
2.611111,2.8,2.8,2.333333,5.521461,60,10,Managers,UK,0,1,50,10,UK,,2008,223,4,2214.25,,
3,3.6,2.8,2.333333,5.857933,30,10,Private Individuals,,0,0,0,0,UK,,2008,308,4,2214.25,,
3.055556,3.4,3.6,2.5,5.010635,,5,Managers,UK,0,1,20,2,UK,,2004,331,4,2051.25,,
2.333333,2.6,2.4,2.5,5.703783,10,3,Managers,,0,0,0,2,UK,,2008,239,4,2214.25,,
2.666667,3.4,1.8,2.666667,5.252274,,4,Dispersed Shareholders,US,1,0,3,0,UK,,2005,384,4,2051.25,,
3,3.2,2.8,3.333333,5.010635,,10,Founder,,0,0,50,2,UK,,2006,275,4,2051.25,,
1.444444,1,1.2,2.166667,5.521461,3,10,Founder,,0,0,5,5,UK,,2009,275,10,2125.13,,
3.111111,3.4,3.2,2.5,6.467699,,10,Dispersed Shareholders,Germany,1,0,45,,UK,,2006,371,4,2051.25,,
3.111111,4,2.6,2.833333,8.36637,,10,Dispersed Shareholders,Germany,1,0,15,0,UK,,2006,371,4,2051.25,,
3.944444,4.8,4.2,3.166667,6.156979,80,10,Dispersed Shareholders,Germany,1,0,10,0,UK,,2007,371,10,2125.13,,
2.722222,3.6,2.6,2,5.068904,,7,Dispersed Shareholders,Canada,1,0,0,0,UK,,2003,282,4,2051.25,,
3.388889,3.4,3.6,3.166667,5.075174,,10,Private Equity,,0,0,0,0,UK,,2006,275,4,2051.25,,
3.055556,3.2,3,3,4.787492,0,10,Dispersed Shareholders,,0,0,0,0,UK,,2009,275,10,2125.13,,
2.222222,2.2,2,2.5,4.787492,20,3,Private Individuals,UK,0,1,25,0,UK,,2008,308,4,2214.25,,
3.444444,3,3.6,4,5.298317,,10,Managers,,0,0,50,20,UK,,2006,369,4,2051.25,,
3.5,3.8,2.8,4,5.135798,45,10,Managers,,0,0,85,2,UK,,2009,369,10,2125.13,,
2.944444,3.4,2.6,2.833333,6.109248,,10,Private Equity,,0,0,20,0,UK,,2006,344,4,2051.25,,
3.722222,4.2,3.6,3.5,5.703783,1,5,Private Equity,,0,0,10,0,UK,,2008,344,10,2125.13,,
3.833333,3.8,4.4,3.333333,6.214608,,10,Dispersed Shareholders,US,1,0,50,5,UK,,2006,283,4,2051.25,,
3.944444,4.8,3.8,3.333333,6.214608,,4,Dispersed Shareholders,UK,0,1,25,0,UK,,2009,283,10,2125.13,,
2.777778,2.8,3.2,2.5,7.740664,,6,Private Equity,UK,0,1,0,0,UK,,2006,362,4,2051.25,,
3.222222,4,2.8,2.666667,4.997212,20,5,Private Individuals,,0,0,20,0,UK,,2008,308,4,2214.25,,
3.944444,4,3.6,4.166667,6.55108,,10,Private Equity,UK,0,1,25,,UK,,2006,372,4,2051.25,,
3.722222,3.4,3.4,4.333333,5.135798,,7,Private Individuals,UK,0,1,50,10,UK,,2006,336,4,2051.25,,
3.333333,3.2,3.4,3.5,6.214608,35,10,Dispersed Shareholders,UK,0,1,40,5,UK,,2008,331,4,2214.25,,
3.833333,3.8,3.8,3.833333,7.717351,90,4,Dispersed Shareholders,Germany,1,0,20,0,UK,,2008,351,4,2214.25,,
3,3.4,2.4,2.833333,7.250636,,10,Private Equity,Belgium,1,0,10,2,UK,,2008,326,4,2214.25,,
3.166667,3.8,3.4,2.333333,8.294049,,4,Government,France,1,0,50,10,UK,,2006,362,4,2051.25,,
2.055556,2.4,1.6,2.333333,5.703783,5,3,Managers,,0,0,5,1,UK,,2007,275,4,2214.25,,
2.888889,2.8,2.8,2.666667,5.521461,,3,Private Individuals,UK,0,1,40,15,UK,,2006,369,4,2051.25,,
4.055555,4,3.8,4.166667,5.123964,60,10,Private Individuals,US,1,0,60,50,UK,,2009,369,10,2125.13,,
2.388889,2.6,2.4,2.5,5.081404,,3,Dispersed Shareholders,Holland,1,0,40,0,UK,,2006,364,4,2051.25,,
3.055556,3.6,3,2.833333,4.60517,,1,Managers,,0,0,30,10,UK,,2008,373,4,2214.25,,
2.944444,3,2.6,3,5.991465,25,6,Dispersed Shareholders,UK,0,1,80,75,UK,,2007,283,4,2214.25,,
3.166667,2.4,3.8,3.5,5.521461,,10,Dispersed Shareholders,UK,0,1,15,15,UK,,2008,283,4,2214.25,,
2.166667,2.8,1.8,2,4.65396,,5,Private Individuals,Hong Kong,1,0,95,20,UK,,2006,333,4,2214.25,,
2.666667,2.8,2,3.166667,5.298317,,10,Managers,UK,0,1,,,UK,,2006,399,4,2051.25,,
2.555556,3,3,2.333333,6.338594,0,10,Dispersed Shareholders,Austria,1,0,10,0,UK,,2008,325,4,2214.25,,
3.5,3.8,3.4,3.166667,7.696213,,1,Dispersed Shareholders,UK,0,1,20,0,UK,,2008,208,4,2214.25,,
3.111111,3.4,3,3,7.740664,,3,Dispersed Shareholders,UK,0,1,50,10,UK,,2008,229,4,2214.25,,
2.222222,2.8,1.8,2.333333,6.745236,95,3,"Family owned, family CEO",,0,0,95,75,UK,,2008,349,4,2214.25,,
2.111111,3,1.8,1.666667,5.393628,,3,Private Individuals,,0,0,0,0,UK,,2008,275,4,2214.25,,
2.888889,3,2.8,3,5.521461,100,4,Dispersed Shareholders,UK,0,1,90,5,UK,,2008,367,4,2214.25,,
3.611111,4,4.2,2.833333,4.736198,70,10,Dispersed Shareholders,UK,1,0,60,20,UK,,2008,208,4,2214.25,,
1.111111,1.2,1,1.166667,7.130899,0,1,Other,,0,0,25,0,UK,,2008,202,4,2214.25,,
2,2.6,1.6,2.166667,5.560682,50,10,Private Individuals,,0,0,60,10,UK,,2009,326,4,2214.25,,
3.166667,3.6,3.6,2.833333,5.010635,,4,Private Individuals,,0,0,12,1,UK,,2009,326,4,2214.25,,
3.388889,3.8,3.6,2.666667,5.170484,,10,Dispersed Shareholders,Finland,1,0,33,3,UK,,2008,267,4,2214.25,,
2.944444,2.6,3.4,2.833333,5.003946,20,5,Dispersed Shareholders,Ireland (Uk),1,0,0,0,UK,,2008,281,4,2214.25,,
4.444445,4.8,4.6,4,8.515592,90,5,Private Individuals,Canada,1,0,90,30,UK,,2008,372,4,2214.25,,
3.444444,3.4,2.8,4,6.109248,,,,,0,0,,,UK,2,2004,227,4,1835.37,,
2.944444,3.6,2.8,2.333333,7.003066,,3,"Family owned, family CEO",Ireland (Uk),1,0,50,,UK,,2006,227,4,2051.25,,
2.611111,2.8,2.8,2.333333,6.745236,50,10,"Family owned, family CEO",Ireland (Uk),1,0,20,0,UK,,2008,227,4,2214.25,,
3.388889,3.6,3.6,2.833333,6.214608,60,5,"Family owned, family CEO",Ireland (Uk),1,0,40,2,UK,,2009,227,10,2181.07,,
2.833333,3.4,2.4,2.333333,7.600903,5,10,Other,UK,1,0,0,0,UK,,2008,209,4,2214.25,,
3.111111,3.6,3.4,2.5,4.60517,0,2,"Family owned, family CEO",,0,0,50,10,UK,,2009,327,4,2214.25,,
3.055556,3.4,2.8,3,6.476973,,4,Dispersed Shareholders,Greece,1,0,60,,UK,,2006,208,4,2051.25,,
3.888889,3.8,4.4,3.166667,6.280396,,10,Other,Greece,1,0,98,5,UK,,2008,208,4,2214.25,,
2.444444,2.2,2.4,2.666667,4.828314,0,10,"Family owned, family CEO",,0,0,40,0,UK,,2008,252,4,2214.25,,
2.388889,2.6,2.2,2.5,6.39693,0,3,Dispersed Shareholders,,0,0,25,0,UK,,2008,271,4,2214.25,,
3.111111,3.4,3,2.666667,4.787492,,4,Managers,Ireland,1,0,92,5,UK,,2008,204,4,2214.25,,
3,2.8,3.2,3,6.907755,90,5,Dispersed Shareholders,US,1,0,90,60,UK,,,362,4,2214.25,,
3.166667,3.4,3.4,2.666667,5.247024,,10,Dispersed Shareholders,US,1,0,80,5,UK,,2006,265,4,2051.25,,
2.277778,2.6,1.2,2.5,5.298317,,5,Private Individuals,,0,0,20,0,UK,,2002,349,4,2214.25,,
2.333333,2.4,2,2.5,5.480639,,,,,0,0,,,UK,3,2004,245,4,1835.37,,
3.888889,4,4,3.833333,6.39693,0,10,Private Equity,Netherlands,1,0,30,5,UK,,2009,245,10,2181.07,,
3.277778,2.8,3.2,3.666667,5.010635,,10,Managers,Ireland (Uk),1,0,2,0,UK,,2006,355,4,2051.25,,
2.25,1.333333,2,3.333333,5.509388,,4,Managers,,0,0,10,,UK,,2006,275,4,2051.25,,
3.111111,3.2,3.4,3.333333,6.907755,,5,"Family owned, external CEO",,0,0,50,10,UK,,2008,371,4,2214.25,,
3.055556,3,3.4,2.666667,5.010635,30,5,Managers,Ireland (Uk),1,0,30,5,UK,,2006,356,4,2214.25,,
1.611111,1.8,1,1.833333,5.438079,,5,Founder,,0,0,50,0,UK,,2009,209,4,2214.25,,
3.722222,3.8,3.8,3.5,4.60517,,2,Founder,,0,0,0,0,UK,,2008,225,4,2214.25,,
4.444445,4.8,4.6,4,7.901007,60,5,Dispersed Shareholders,US,1,0,75,0,UK,,2008,357,4,2214.25,,
2.444444,2.8,2.8,2.333333,4.787492,0,6,Private Individuals,,0,0,50,6,UK,,2009,331,4,2214.25,,
1.222222,1,1,1.666667,4.867535,0,1,Private Individuals,,0,0,50,0,UK,,2004,321,4,2214.25,,
2.777778,3.2,2.4,3,4.787492,,10,"Family owned, family CEO",,0,0,100,0,UK,,2009,204,4,2214.25,,
2.777778,2.4,3,3,7.377759,10,4,Private Individuals,Austria,1,0,70,0,UK,,2008,308,4,2214.25,,
3.611111,4.2,3.6,2.833333,6.745236,50,10,"Family owned, family CEO",,0,0,50,10,UK,,2007,308,4,2214.25,,
2.111111,2,2,2.333333,5.075174,2,10,Founder,,0,0,50,0,UK,,2008,399,4,2214.25,,
2.444444,3,1.4,2.666667,5.010635,,10,Founder,,0,0,80,0,UK,,2009,399,4,2214.25,,
3.055556,3.6,3.2,2.833333,6.214608,,3,Dispersed Shareholders,UK,1,0,15,0,UK,,2006,356,4,2051.25,,
2.111111,1.8,1.8,3,5.043425,80,3,Dispersed Shareholders,UK,1,0,100,5,UK,,2008,356,4,2214.25,,
2.777778,3.4,3,2,5.010635,,3,Private Individuals,UK,1,0,,,UK,,2008,201,4,2214.25,,
1.888889,2.4,1.4,2.166667,6.214608,,2,"Family owned, external CEO",,0,0,5,0,UK,,2006,326,4,2214.25,,
3.388889,3.2,3.2,3.5,6.214608,,10,"Family owned, family CEO",,0,0,70,10,UK,,2008,327,4,2214.25,,
1.666667,2.4,1,1.833333,5.347107,,10,Founder,,0,0,2,0,UK,,2008,344,4,2214.25,,
4.055555,4.4,4,3.833333,6.907755,0,1,Private Individuals,,0,0,50,5,UK,,2008,354,4,2214.25,,
3.833333,3.8,3.8,4,5.703783,,5,"Family owned, family CEO",,0,0,50,0,UK,,2008,327,4,2214.25,,
1.611111,1.2,1.6,2.166667,4.70048,0,6,"Family owned, family CEO",,0,0,8,0,UK,,2009,327,4,2214.25,,
1.777778,2.2,1.6,1.833333,5.010635,0,5,"Family owned, family CEO",,0,0,30,0,UK,,2009,327,4,2214.25,,
2.388889,3.2,1.4,2.666667,4.770685,0,3,"Family owned, family CEO",,0,0,40,0,UK,,2009,228,4,2214.25,,
2.055556,1.8,1.6,2.666667,5.521461,5,10,Founder,,0,0,2,10,UK,,2008,201,4,2214.25,,
3.166667,3.2,3.2,2.833333,4.60517,85,3,Dispersed Shareholders,US,1,0,20,10,UK,,2008,353,4,2214.25,,
3.388889,3.4,3.4,3.166667,5.521461,5,4,"Family owned, family CEO",,0,0,25,0,UK,,2009,349,4,2214.25,,
4,4.4,3.6,3.833333,7.438384,0,10,Other,Ireland (Uk),1,0,35,0,UK,,2008,201,4,2214.25,,
3.611111,3.2,3.8,4,6.040255,0,3,Founder,,0,0,5,2,UK,,2008,209,4,2214.25,,
3.166667,4,3.2,2.166667,5.991465,,10,Private Individuals,,0,0,60,2,UK,,2009,265,4,2214.25,,
1.166667,1,1,1.5,4.70048,25,6,Founder,,0,0,35,0,UK,,2008,356,4,2214.25,,
2,3,1,1.666667,4.70048,0,10,Private Individuals,,0,0,20,2,UK,,2009,272,4,2214.25,,
3.555556,3.8,4,3,5.703783,10,5,"Family owned, family CEO",UK,1,0,15,0,UK,,2009,349,4,2214.25,,
3.055556,3.4,3,2.833333,4.867535,30,2,Founder,,0,0,0,5,UK,,2008,352,4,2214.25,,
3.555556,3.8,4,3.166667,6.39693,0,4,Private Individuals,UK,1,0,60,0,UK,,2008,201,4,2214.25,,
2.388889,3.2,2.2,1.833333,4.60517,,5,Dispersed Shareholders,US,1,0,90,1,UK,,2008,267,4,2214.25,,
3.222222,3.2,3.4,3.333333,5.438079,5,5,"Family owned, family CEO",,0,0,70,0,UK,,2008,201,4,2214.25,,
3.555556,3.8,3.6,3.5,7.313221,50,,Dispersed Shareholders,US,1,0,90,10,UK,,2008,399,4,2214.25,,
2.444444,2.8,2.6,2,4.70048,0,8,Private Individuals,,0,0,100,0,UK,,2009,399,4,2214.25,,
3.111111,3.4,3.6,2.666667,5.298317,0,2,Founder,Ireland (Uk),1,0,100,35,UK,,2008,369,4,2214.25,,
3.666667,3.8,3.8,3.333333,6.214608,80,5,Founder,Japan,1,0,6,3,UK,,2008,308,4,2214.25,,
3,3,3.6,2.833333,4.787492,,10,"Family owned, family CEO",,0,0,87,30,UK,,2009,353,4,2214.25,,
4.111111,3.8,4.4,4.166667,5.442418,0,4,Dispersed Shareholders,Ireland,1,0,88,5,UK,,2008,201,4,2214.25,,
2.5,2.8,2.6,2,7.824046,95,3,Private Individuals,US,1,0,50,10,UK,,2008,382,4,2214.25,,
2.166667,2.2,2,2.5,5.010635,0,4,"Family owned, family CEO",,0,0,,0,UK,,2008,209,4,2214.25,,
1.055556,1.2,1,1,7.338888,,,,,0,0,,,UK,2,2004,358,4,1835.37,,
1.555556,1.4,1.6,1.833333,6.214608,,5,Dispersed Shareholders,Australia,1,0,0,0,UK,,2006,358,4,2051.25,,
3.944444,3.8,3.6,4.333333,5.521461,,5,Private Individuals,UK,0,1,10,0,UK,,2006,344,4,2051.25,,
3.833333,4,3.8,4,6.309918,0,6,Private Individuals,UK,0,1,50,0,UK,,2008,344,4,2214.25,,
3.888889,4.2,3.6,3.666667,8.160519,66,3,Dispersed Shareholders,France,1,0,50,50,UK,,2008,333,4,2214.25,,
3.166667,3,3.2,3.333333,4.70953,0,4,Private Individuals,Portugal,1,0,90,0,UK,,2008,251,4,2214.25,,
2.833333,3.2,2.4,3,7.824046,100,3,Private Individuals,Ireland (Uk),1,0,100,10,UK,,2008,283,4,2214.25,,
3.555556,3.8,4,3,5.521461,90,10,Dispersed Shareholders,Japan,1,0,55,0,UK,,2008,331,4,2214.25,,
2.333333,3,1.8,2.166667,5.521461,,2,Founder,,0,0,20,0,UK,,2008,344,4,2214.25,,
2.722222,3.4,2,3.166667,5.560682,10,3,Founder,,0,0,50,0,UK,,2008,344,4,2214.25,,
3,3.2,3,2.5,4.70048,,5,Founder,,0,0,61,0,UK,,2009,249,4,2214.25,,
4.333333,4.8,3.8,4.5,6.907755,99,4,Dispersed Shareholders,UK,1,0,100,5,UK,,2008,366,4,2214.25,,
3.722222,3.8,4,3.5,6.907755,99,3,Dispersed Shareholders,UK,1,0,50,10,UK,,2008,366,4,2214.25,,
2.470588,2.2,2.8,3,6.55108,,,,,0,0,,,UK,1,2003,283,4,1835.37,,
2.944444,2.8,3.2,3,7.090077,,10,Founder,UK,1,0,75,18,UK,,2003,283,4,2051.25,,
2.833333,3.2,2.6,2.833333,7.783224,80,5,Founder,UK,1,0,90,50,UK,,2003,283,10,2181.07,,
2.888889,2.8,3,2.666667,6.907755,,2,Private Equity,Netherlands,1,0,66,0,UK,,2008,242,4,2214.25,,
2.222222,2.4,2,2,5.703783,,8,Founder,Ireland,1,0,90,10,UK,,2008,399,4,2214.25,,
3.722222,3.8,4,3.166667,6.291569,,,Government,France,1,0,,,UK,,2006,349,4,2051.25,,
3.666667,4.2,3.2,3.5,6.248043,,10,Dispersed Shareholders,France,1,0,100,,UK,,2008,349,4,2214.25,,
3.333333,3.4,4.2,2.666667,5.010635,2,3,Managers,,0,0,0,2,UK,,2007,287,4,2214.25,,
2.666667,2.6,2.4,3,5.298317,0,6,Private Individuals,,0,0,0,0,UK,,2007,227,4,2214.25,,
1.277778,1.2,1.2,1.333333,4.60517,0,10,Private Individuals,,0,0,,0,UK,,2008,249,4,2214.25,,
2.222222,3,2,2.166667,8.160519,,4,Founder,Ireland,1,0,3,5,UK,,2007,321,4,2168.32,,
2.611111,3,2.8,2.666667,6.618739,,5,Founder,Ireland,1,0,20,3,UK,,2008,321,4,2214.25,,
2.055556,2,1.8,2.333333,5.393628,0,7,Founder,,0,0,20,10,UK,,2008,249,4,2214.25,,
3.444444,3.2,3.6,3.666667,4.60517,,10,Other,Norway,1,0,35,0,UK,,2006,373,4,2051.25,,
2.944444,3.2,2.8,2.666667,5.68358,,5,Dispersed Shareholders,Sweden,1,0,50,4,UK,,2006,353,4,2051.25,,
2.666667,3.8,1.4,3,5.703783,,5,Dispersed Shareholders,Sweden,1,0,50,0,UK,,2006,353,4,2051.25,,
3,2.8,3,3.166667,7.600903,,5,Founder,Ireland (Uk),1,0,100,30,UK,,2009,382,4,2214.25,,
2.388889,3.2,2,2.5,4.60517,10,2,Managers,,0,0,100,11,UK,,2008,369,4,2214.25,,
3.444444,3.4,3.4,3.666667,7.783224,70,5,Private Equity,Sweden,1,0,100,25,UK,,2008,399,4,2214.25,,
3.5,4,3.4,3,8.006368,,5,Dispersed Shareholders,US,1,0,90,10,UK,,2008,349,4,2214.25,,
5,5,5,5,6.840547,,,,,0,0,,,UK,3,2004,356,4,1835.37,,
4.722222,4.8,5,4.333333,6.840547,,,,,0,0,,,UK,3,2004,356,4,1835.37,,
4.055555,3.8,4.4,4,6.39693,,5,Dispersed Shareholders,UK,0,1,90,20,UK,,2006,356,4,2051.25,,
3.111111,3.6,3.4,2.5,5.993961,10,9,Dispersed Shareholders,US,1,0,50,5,UK,,2008,262,4,2214.25,,
2.944444,3.4,3,2.333333,6.39693,,10,Other,UK,0,1,50,1,UK,,2006,262,4,2051.25,,
3.611111,4.6,3.8,2.666667,6.620073,,6,Other,UK,0,1,50,2,UK,,2006,262,4,2051.25,,
1.388889,1.6,1.4,1.166667,4.997212,,,,,0,0,,,UK,3,2004,331,4,1835.37,,
2.388889,2.6,2.2,2.166667,4.828314,,10,"Family owned, external CEO",UK,0,1,50,6,UK,,2006,331,4,2051.25,,
3.944444,3.8,3.4,4.333333,5.521461,,10,"Family owned, family CEO",UK,0,1,75,15,UK,,2006,353,4,2051.25,,
3.333333,3.8,3,2.666667,5.669881,60,10,"Family owned, family CEO",,0,0,30,40,UK,,2007,353,10,2125.13,,
3.277778,3.4,3.4,3,7.53583,75,7,Private Individuals,UK,0,1,33,0,UK,,2008,265,4,2214.25,,
3.555556,4,3.4,3.166667,6.907755,,7,Government,France,1,0,90,40,UK,,2006,382,4,2051.25,,
4,4.4,4,3.666667,6.745236,25,2,Government,France,1,0,95,20,UK,,2009,382,10,2125.13,,
2.944444,3.8,3.2,2.166667,5.192957,,10,Dispersed Shareholders,UK,0,1,70,1,UK,,2006,228,4,2051.25,,
3.277778,4,3.8,2.333333,8.006368,,10,Dispersed Shareholders,UK,0,1,2,0,UK,,2006,208,4,2051.25,,
2.333333,2.4,2.6,2.5,5.010635,,6,Dispersed Shareholders,,0,0,25,2,UK,,2008,271,4,2214.25,,
2.888889,3.2,2.6,2.666667,5.081404,,3,Founder,,0,0,10,0,UK,,2006,382,4,2051.25,,
2.944444,3.2,3,2.666667,5.030438,40,2,Founder,,0,0,57,3,UK,,2009,382,10,2125.13,,
2.722222,3.4,2,2.833333,6.605298,,,Private Individuals,UK,0,1,0,0,UK,,2005,225,4,1932.66,,
3.388889,3.6,3.2,3.333333,5.866468,,4,Private Individuals,France,1,0,100,60,UK,,2008,208,4,2214.25,,
1.611111,1.6,1.2,2.166667,4.905275,,3,Dispersed Shareholders,Sweden,1,0,30,0,UK,,2006,228,4,2051.25,,
3.444444,3.6,3.2,3.333333,5.32301,,6,Private Individuals,US,1,0,60,3,UK,,2006,279,4,2051.25,,
3.277778,3.8,3.8,2.666667,8.411833,80,8,Private Equity,US,1,0,20,3,UK,,2009,279,10,2125.13,,
3,3.2,2.8,3,5.521461,,10,"Family owned, family CEO",UK,0,1,10,0,UK,,2006,205,4,2051.25,,
2.888889,3.4,2.4,2.833333,5.521461,20,10,"Family owned, family CEO",,0,0,50,0,UK,,2009,205,10,2125.13,,
2.833333,3.4,2.8,2.333333,4.60517,,0,Dispersed Shareholders,Sweden,1,0,50,3,UK,,2006,369,4,2051.25,,
3.111111,3.8,3.2,2.5,4.60517,,5,Dispersed Shareholders,Sweden,1,0,80,10,UK,,2006,369,4,2051.25,,
2.944444,3.2,3.6,2.333333,5.257495,90,6,Dispersed Shareholders,Sweden,1,0,50,20,UK,,2008,369,10,2125.13,,
3.117647,3.4,2.6,3,5.379897,,,Private Individuals,UK,0,1,5,0,UK,,2005,201,4,1932.66,,
2.722222,3.4,2.6,2.166667,5.298317,,10,Dispersed Shareholders,Germany,1,0,45,10,UK,,2005,331,4,2051.25,,
3.666667,3.8,3.2,3.833333,5.703783,,6,Dispersed Shareholders,UK,0,1,50,39,UK,,2006,349,4,2051.25,,
3.5,4,3.6,3.333333,6.39693,,1,Dispersed Shareholders,UK,0,1,70,5,UK,,2006,227,4,2051.25,,
